MDA-MB-231 cells - No treatment [Sample 1]	MDA-MB-231 cells - only 5-ALA [Sample 2]	MDA-MB-231 cells - FECH siRNA + 5-ALA [Sample 3]	MDA-MB-231 cells - Allstar siRNA + 5-ALA [Sample 4]	MDA-MB-231 cells - No treatment [Sample 5]	MDA-MB-231 cells - only 5-ALA [Sample 6]	MDA-MB-231 cells - FECH siRNA + 5-ALA [Sample 7]	MDA-MB-231 cells - Allstar siRNA + 5-ALA [Sample 8]	MDA-MB-231 cells - No treatment [Sample 9]	MDA-MB-231 cells - only 5-ALA [Sample 10]	MDA-MB-231 cells - FECH siRNA + 5-ALA [Sample 11]	MDA-MB-231 cells - Allstar siRNA + 5-ALA [Sample 12]	
8155203	1330.8812	1357.6516	1478.1862	1302.559	1405.8917	1393.9916	1625.7589	1450.1517	1144.4757	1265.5676	1371.7646	1265.6404
8155212	31.4052	34.5183	32.6795	31.5758	31.3861	35.2042	33.598	29.5689	29.8241	34.2701	31.9008	33.0877
8155214	1077.9813	1098.7815	941.5053	962.9467	1016.9072	1023.5455	848.4405	898.6432	1039.7327	1013.2069	727.746	931.5938
8155234	244.1605	299.1108	239.0015	259.5018	246.7188	258.646	259.6301	254.4419	260.948	307.0216	256.0846	249.9982
8155246	174.0082	187.4569	182.3192	161.6137	129.7252	140.6598	155.472	192.2672	159.3542	122.4688	122.6842	116.2443
8155248	22.5436	28.0464	26.6536	24.8976	25.9229	24.1551	22.1373	24.5894	27.2321	28.8651	25.7089	24.7344
8155250	683.5413	657.1712	554.0471	725.239	618.7893	683.5043	534.9038	634.7425	553.9336	616.8066	478.6908	603.1507
8155265	50.7256	54.4111	36.4524	53.9073	53.0901	50.0983	34.1107	49.4971	50.1347	52.7676	35.5777	41.9785
8155268	632.0794	571.129	637.2963	584.7562	598.3195	614.4244	652.6799	525.0169	600.1685	660.5927	573.5551	566.4655
8155284	49.3375	51.4028	49.6393	53.2623	51.4251	49.5405	48.085	51.8179	54.5671	46.5071	51.449	56.2688
8155301	129.1075	141.3301	156.0973	132.6691	145.6728	142.0254	155.8823	134.6217	122.5561	144.8771	157.2583	131.9141
8155312	744.7298	805.1168	541.9289	737.6881	710.3306	820.7831	575.6555	676.8056	683.1456	712.5385	493.4072	675.9434
8155323	68.5239	68.1251	109.4779	76.5093	74.2876	64.5194	92.9131	65.8857	61.6151	68.1667	96.6268	61.623
8155325	37.0832	39.5205	46.8728	43.9611	43.4439	42.5978	44.8156	40.8359	40.9902	42.5617	43.68	42.1515
8155327	1290.5675	1087.1432	1456.4509	1092.3943	1210.0079	1311.0746	1614.3835	1131.9161	1412.687	1354.9485	1624.0763	1098.1589
8155332	886.1944	823.1012	903.8806	900.8368	864.4352	862.1411	1054.8612	842.7777	704.1451	766.0105	1045.1506	726.4999
8155336	69.9016	72.4864	68.9816	63.5067	69.7012	63.7528	63.6984	76.2461	78.2309	76.4817	83.8549	83.2971
8155338	54.6235	53.6899	55.7427	54.6671	52.8219	57.7807	52.2887	54.8154	58.4818	56.3487	57.63	61.575
8155340	75.7635	79.1239	79.2758	74.6304	79.9073	77.6023	76.521	83.3414	79.3852	72.4247	81.6752	83.7399
8155345	124.3227	125.2591	113.3458	99.2422	126.847	125.5549	128.607	136.0276	126.9111	115.8884	128.583	119.4318
8155349	71.4004	74.8702	74.2622	69.8203	75.3175	72.599	71.9342	78.645	75.4861	68.2712	76.2227	76.5961
8155354	63.8257	63.5084	58.2792	54.6333	63.8946	62.3853	62.8513	69.588	65.2403	59.9451	64.259	61.6274
8155359	71.3202	74.994	114.6172	75.6124	76.2112	75.2503	123.3529	78.3988	79.3147	83.7108	121.0022	81.4211
8155369	54.7787	53.8622	55.7472	54.7802	52.4532	57.7069	52.4317	55.0201	58.6454	56.5793	57.8455	61.6926
8155371	71.4546	74.4011	73.8614	70.8508	75.6548	72.6285	73.9311	80.7516	75.2751	69.2131	76.6996	76.8009
8155376	69.6038	70.6206	64.9768	60.5281	71.3701	67.5836	69.3693	73.927	73.1146	64.862	70.7008	68.5115
8155383	71.3093	74.0437	74.2237	70.6671	75.4853	72.6112	73.6567	79.47	75.0139	68.5442	76.5462	77.0097
8155388	65.8685	69.1484	63.9133	57.9772	72.566	66.8445	69.6284	71.3185	69.9246	62.9837	69.1019	65.8769
8155393	200.2533	199.0148	220.5917	203.9433	181.0502	178.6515	202.2389	221.5235	194.6053	208.096	239.1858	207.1616
8155397	71.7951	71.867	77.4734	72.6159	74.7373	76.9852	73.5274	77.404	76.4811	71.0923	75.5075	74.1326
8155414	32.467	33.1258	36.6261	31.105	32.8142	33.3624	38.7133	33.7415	33.3585	34.256	33.4729	31.3424
8155418	64.9144	66.6413	66.176	65.8704	64.9867	62.7288	65.9987	71.3585	67.3737	56.0156	74.9823	76.2812
8155422	517.1107	616.1981	555.6325	450.1442	429.036	461.6183	446.1654	438.9327	515.0885	512.4076	443.3841	375.3829
8155440	183.6939	192.2761	170.74	162.6948	181.0601	190.8842	172.8397	191.8055	185.3363	181.2288	180.2829	200.1251
8155442	107.4006	106.2572	104.5175	99.7457	103.9283	115.0353	102.8715	108.6639	103.7896	115.0206	96.2995	100.069
8155451	82.749	90.4983	99.735	94.7698	89.4343	93.8064	94.1249	96.1065	102.1477	94.0285	89.1932	96.2622
8155453	79.2846	85.5838	66.6868	52.8366	108.1221	77.1043	77.9756	101.8439	102.3954	67.3012	83.3004	70.7862
8155455	119.2305	135.3505	109.4277	108.0852	109.3117	116.4589	119.8621	116.1099	120.6262	103.2033	109.4781	116.6079
8155458	280.6565	312.6329	234.002	265.2061	310.4552	300.4599	217.8407	258.5318	258.3017	254.6448	237.8673	264.5725
8155460	96.0785	93.5651	136.8614	110.6133	99.52	98.169	125.5051	108.0385	107.0647	114.9558	156.915	117.8951
8155487	70.6004	63.4074	78.5978	70.264	58.7654	63.715	88.8349	62.4795	53.3171	67.3401	68.516	66.124
8155490	314.2688	323.3795	384.8218	349.6509	321.0472	314.0049	405.4528	376.469	361.4169	348.4433	470.3582	420.6605
8155493	27.4646	30.1082	28.8741	28.4919	28.437	29.4588	29.1853	31.783	28.6444	26.9953	26.8455	31.8954
8155497	395.7085	374.2281	410.7506	379.6168	370.3257	391.5344	452.5348	429.6775	436.8502	401.4742	429.9946	445.644
8155501	93.9158	108.2661	111.6521	104.3506	109.7091	108.5069	99.2101	115.5703	119.0571	100.8887	109.8767	109.2916
8155503	57.7089	59.5314	61.3638	60.7143	62.6998	60.8066	60.2034	62.8286	61.223	63.4445	59.474	56.062
8155508	47.4059	42.2594	43.751	42.7294	49.0352	48.9137	47.9786	41.4636	46.0238	39.9949	43.6828	47.3674
8155510	566.5947	537.0342	607.7016	534.1915	508.2784	524.4418	625.5764	586.7403	628.4137	544.4894	600.8447	623.6373
8155514	249.2201	226.5105	283.648	285.5082	217.4309	231.8258	274.8696	265.8451	232.217	255.262	266.6622	299.0941
8155516	54.0546	56.1307	57.3252	57.6886	59.6082	56.3869	57.0182	58.0202	56.7461	60.8707	54.7963	52.5457
8155519	27.4357	30.02	28.8353	28.4512	28.4029	29.3988	29.142	31.7133	28.6125	26.9696	26.7051	31.9507
8155521	471.8449	447.5117	535.8707	457.7985	355.397	374.7914	405.2613	562.4622	444.2393	491.5486	528.2248	630.1777
8155525	67.2566	70.6437	74.0254	74.1625	78.4927	72.2417	75.4671	75.5238	73.0249	78.7475	70.2187	64.7535
8155528	27.9941	27.8226	26.3121	28.3196	28.6963	27.8591	27.6757	27.955	27.4019	28.0129	27.6409	26.2937
8155530	102.4254	90.7225	99.7111	105.3359	91.0957	92.3179	97.7308	91.7291	91.6716	98.3764	91.1774	95.7099
8155537	93.3948	107.6491	106.7556	97.8597	104.9634	102.9521	97.589	108.7304	112.6506	98.7581	104.9767	106.5339
8155540	74.4438	69.6943	112.2624	71.2751	75.3942	72.1038	108.2211	68.2543	79.8615	82.249	116.4594	87.46
8155547	234.0697	220.3337	218.1202	199.8313	214.5662	232.6743	212.468	212.725	183.2347	231.6649	232.4302	219.8665
8155550	217.6023	205.26	228.3266	219.2366	204.8261	197.442	214.1714	242.3013	216.2879	231.3251	257.5446	220.4896
8155554	117.2213	111.2082	109.8299	111.6003	110.9265	127.1632	110.4809	120.1282	113.2263	119.0995	102.7072	105.83
8155563	127.7789	123.0659	150.0616	102.7092	113.5839	124.3771	156.429	114.0392	132.7013	134.9277	161.131	120.2589
8155567	27.2903	29.939	28.7245	28.3327	28.2811	29.2873	29.0613	31.5724	28.6516	26.8613	26.6326	31.827
8155569	162.5244	183.9501	183.0686	189.8307	189.1321	184.8131	178.5116	198.8927	199.4819	182.7256	201.7846	217.9025
8155572	217.972	201.5253	217.2668	243.9284	175.9046	179.355	219.9283	261.921	189.5134	245.4546	235.517	256.0778
8155574	68.8963	69.4667	74.5825	70.1232	71.8377	73.9805	71.0865	73.7489	73.1124	68.9667	72.5297	70.7163
8155591	29.5773	31.1911	34.387	29.503	30.243	31.0756	35.7661	31.6216	31.9798	31.862	31.7146	29.3962
8155596	312.845	326.1436	295.0755	337.0087	315.8646	309.2747	317.9432	410.639	310.3836	288.3083	362.4663	364.2603
8155598	57.548	56.2865	56.7397	58.1012	54.2955	57.2087	56.7381	59.6461	61.7281	57.4519	65.7529	60.7215
8155600	57.4614	56.1239	56.7256	58.0174	54.2071	57.101	56.6469	59.4761	61.642	57.4669	65.4896	60.631
8155602	48.5802	49.8564	55.0866	49.4619	50.7175	51.225	52.2983	51.1077	51.1599	50.5598	51.6302	48.156
8155627	66.743	69.087	67.479	72.5429	71.4668	67.5518	64.1602	77.0531	72.7972	65.2311	83.1337	80.9418
8155630	200.3179	197.4635	242.3972	160.5141	194.0304	201.3678	244.054	181.5675	206.5277	212.1607	252.1541	180.8371
8155634	25.1223	24.4779	26.5618	24.1471	24.5337	24.7911	25.1916	25.319	26.3436	25.305	25.4967	24.5927
8155636	541.2073	624.5264	559.0226	468.2741	443.0444	469.124	461.003	434.1211	541.6838	506.7773	463.4152	354.2487
8155661	197.372	199.1252	171.6216	185.8519	179.2817	192.9351	179.0246	195.5951	186.1334	186.2924	182.2282	198.4208
8155665	43.8765	41.7938	47.4192	51.2041	46.0404	50.5402	51.2789	51.4086	50.5528	44.3276	58.5142	53.3396
8155673	41.9544	41.5418	40.8577	42.3765	43.0176	41.6564	42.3756	45.2856	43.213	42.3663	47.5685	41.8374
8155696	492.743	473.4269	506.9785	463.4483	445.7428	459.8018	518.9858	388.9652	316.853	462.4701	441.4769	340.0466
8155699	478.9512	448.0834	755.2134	466.471	461.0395	487.9674	931.3596	467.2071	532.8532	597.2742	929.9219	543.3168
8155707	933.2106	891.7452	1238.8413	897.2038	924.2702	935.2866	1313.4001	836.6385	975.9044	1038.835	1209.7845	978.96
8155734	145.9385	154.3143	153.0878	133.3216	183.2585	128.7268	161.521	142.5655	147.2775	170.1447	194.5487	134.5955
8155747	41.0581	38.7704	39.8125	39.2078	39.3192	39.6784	42.1554	41.0145	39.1065	38.537	38.6286	41.5343
8155754	294.8469	290.0775	248.1416	285.869	283.1101	300.629	253.8458	275.1513	264.6104	284.8698	222.0465	232.429
8155770	824.1758	885.8326	625.7327	687.0422	764.7963	747.0385	576.3473	757.8926	869.0967	883.2037	634.9728	746.5559
8155794	137.9285	154.7549	176.9936	157.1791	147.0027	154.6552	202.8324	149.1229	138.6409	179.1248	203.1702	152.7645
8155802	47.6204	50.4128	46.3071	46.6322	47.3128	48.3732	52.1342	45.8943	50.2151	53.1306	57.7681	60.7708
8155824	48.6587	46.0996	48.7513	49.9023	44.9516	52.2803	47.9735	50.9784	47.3453	46.4256	47.3906	53.3109
8155847	58.9968	57.0985	62.5282	56.8782	59.5209	56.1683	64.743	55.6758	61.5556	58.1525	63.9191	58.7251
8155849	11198.325	11003.339	12064.064	10475.427	11614.57	11470.095	11960.736	11195.761	11978.01	12025.286	11365.737	11442.235
8155864	70.2854	73.2044	67.2374	72.1083	72.414	70.158	73.0184	70.8841	74.6831	68.9535	69.6838	77.4518
8155877	85.2755	83.6468	88.0799	81.8478	91.7573	81.7208	89.4678	91.6007	80.7598	75.383	83.2558	84.4102
8155881	24.102	24.5792	24.6289	23.6044	24.0296	23.6391	24.2709	23.8398	24.4213	24.4966	23.9824	23.8041
8155883	472.0502	442.4717	225.6966	567.0575	404.8216	402.3676	185.0032	490.3774	486.7047	463.2035	185.4521	513.7976
8155896	26.7838	24.3533	24.8388	28.2324	24.3401	25.0109	27.7443	23.6479	26.9301	24.2456	25.3288	26.0147
8155898	61.0091	60.0988	62.0708	64.2765	55.9282	64	64.2919	65.2436	62.4864	60.6761	64.4168	63.4167
8155930	1025.358	1024.8844	1222.2098	1102.8287	959.3635	1001.7936	1236.5615	1083.3265	739.9328	989.1655	1088.3674	1010.2049
8155942	367.393	396.0975	391.3574	383.8066	422.6927	395.2703	400.5254	407.052	374.7286	362.274	399.8572	429.6658
8155944	55.155	61.861	54.4699	60.5106	69.9794	62.527	52.1831	56.3514	59.9654	54.632	63.2401	56.9853
8155946	378.2522	401.9129	413.4544	380.4863	361.0935	378.3341	396.7287	339.8654	477.9119	426.7771	412.4997	363.5906
8156022	119.0124	111.6459	107.8099	124.2121	92.6047	95.9951	105.5981	130.546	99.2508	92.7033	109.737	118.9563
8156024	45.1361	48.1206	47.1027	48.5209	45.714	47.6146	49.1888	47.2703	42.9119	48.7244	46.8728	49.0011
8156026	552.6696	508.8346	667.0147	520.1112	508.352	518.1662	660.9844	445.8434	439.2322	534.9762	577.414	506.2598
8156043	1207.292	1253.8965	1140.5833	866.2936	1056.1909	1116.7374	1255.8562	786.5678	673.7976	1116.4232	1093.9814	808.114
8156052	23.7093	23.5468	23.4892	24.5942	23.6489	25.0321	24.0375	25.9816	23.9333	24.1915	23.3399	24.3267
8156054	26.5715	30.8145	27.3742	27.1424	25.4538	27.1502	27.5356	27.6234	26.5499	26.5439	25.462	27.6944
8156056	26.8539	28.6423	26.8993	26.6809	26.4556	25.3314	25.8772	27.7826	28.8252	25.3199	27.1879	27.2187
8156058	100.6419	91.7974	86.9064	95.3869	97.7617	104.7478	101.9904	114.397	92.1858	91.3747	96.6472	97.0503
8156060	57.9624	59.1864	57.6977	60.7785	56.6657	58.6761	56.3934	54.036	57.3335	55.8751	51.9822	62.253
8156082	37.3814	48.8338	36.2728	38.1745	34.6812	37.3827	39.4055	40.1022	35.4118	42.1861	35.6263	36.9619
8156084	28.9943	29.6553	28.9252	27.5604	29.2056	30.1676	28.0705	28.9999	28.6413	28.6132	28.49	32.8351
8156086	28.3836	27.6268	30.7465	28.1888	27.06	27.994	28.619	28.0886	28.0055	29.6601	27.3915	26.0956
8156088	102.5793	102.0144	97.3792	102.7341	94.4985	99.0662	101.8842	104.3253	102.0229	105.9386	93.5125	92.4419
8156090	41.8017	39.8641	42.6525	38.2927	46.081	44.7671	42.9076	42.3143	40.8436	41.0638	42.0836	43.4135
8156098	50.3004	50.3828	51.4498	49.0523	53.0427	49.0531	53.5078	47.9844	51.3334	45.9761	53.4432	54.8626
8156103	56.6424	58.2912	50.45	50.4284	56.1735	54.4265	56.7835	62.4752	59.5287	53.6668	58.0765	64.7113
8156110	46.5835	44.3132	48.3172	44.1237	44.8001	43.9478	46.2511	47.7157	45.7464	48.0381	46.4883	48.5983
8156112	137.7336	153.2766	138.3226	161.5627	140.0611	140.4283	127.2733	133.241	151.1153	138.1783	166.217	145.6189
8156116	320.5794	321.0569	258.8563	331.8352	309.8138	314.9425	243.1782	289.8655	288.332	310.6113	257.9378	288.1193
8156126	374.1821	391.7907	433.4431	359.3065	359.7013	330.8199	429.3785	309.6584	312.1511	403.0672	433.0178	369.5643
8156132	135.5891	181.8565	149.9731	156.1553	108.8248	112.7192	111.9631	131.8735	149.818	121.0876	113.5992	116.0175
8156134	57.3512	61.9565	50.6803	57.3849	53.9634	57.724	52.9903	58.3899	53.2104	51.7446	58.3849	64.9976
8156160	832.246	885.043	1074.4001	893.1049	675.2689	780.4835	1130.7137	900.3076	717.8644	733.9287	1109.9761	748.5129
8156164	874.1039	1092.5537	1106.5162	939.4397	817.2696	1039.1082	1031.9281	939.9746	934.8686	888.2383	979.0587	950.7921
8156167	986.5117	945.4622	974.3669	913.9905	884.9746	900.0013	903.5808	863.2851	839.0076	881.6785	843.1429	771.2538
8156192	50.9137	54.3215	55.1301	46.5642	50.1377	51.405	55.2378	53.1746	59.0534	49.3198	52.846	46.0466
8156194	347.4035	304.4887	379.1563	324.9286	324.598	304.4685	373.3383	333.7618	332.2269	338.583	348.6948	342.9109
8156196	104.3446	105.2613	110.0586	110.9886	111.3827	104.3785	106.8912	121.888	112.4212	104.2361	113.9626	123.9894
8156199	96.106	100.5208	86.2317	89.119	96.5709	93.9908	85.2365	96.015	96.4993	101.3929	101.972	115.8532
8156228	1212.1788	1223.0546	1570.164	1326.2168	1109.152	1117.539	1456.25	1251.1746	1072.4282	1174.2306	1458.7971	1236.2468
8156240	90.1837	81.9158	84.5649	86.9674	80.5543	82.4493	91.3024	92.1713	79.3336	81.1488	83.8902	82.1691
8156247	93.4405	93.6662	93.9197	94.0119	104.7037	98.7866	99.7778	111.6783	105.6807	88.8476	90.5873	118.3124
8156253	55.5532	58.6198	58.7047	75.3554	69.2369	63.0422	50.9161	56.5296	47.8066	58.6067	58.25	62.8265
8156257	80.4274	76.2221	80.4587	77.4386	84.3001	87.3588	82.1024	85.9331	77.1688	73.4971	79.4075	84.7165
8156261	33.6878	33.8646	27.9761	51.364	35.1426	41.2857	37.3902	35.839	41.9216	42.7092	47.6195	43.7989
8156263	3417.642	3337.944	3338.0627	3038.2136	3472.688	3522.0015	3307.1755	2995.878	2944.8489	3228.0798	3030.781	2843.8118
8156274	110.3573	132.8352	114.378	102.557	118.6933	107.5944	115.0861	122.844	114.2743	111.6145	115.7616	127.3988
8156278	215.9197	218.8469	244.8727	238.0359	222.409	219.9223	239.9045	240.3631	209.1456	193.2013	237.3984	230.3928
8156290	3867.3972	4637.748	6519.3633	4324.4385	3892.564	3765.9778	5816.999	3960.1729	5627.2715	5506.9683	7227.3965	4828.7983
8156295	955.2288	1008.4189	1250.3853	992.5616	966.6659	1035.4808	1383.2938	1031.2258	839.6531	1037.645	1198.7947	949.5965
8156309	134.5782	127.9536	147.5877	137.7755	131.4106	136.8305	130.7184	145.0945	142.6458	124.6846	142.2806	136.7111
8156319	1234.1522	1312.2831	1211.0408	1303.3867	1313.3864	1340.4648	1445.6481	1494.3947	1401.3824	1531.3911	1512.7662	1617.1256
8156321	92.6025	94.5894	85.2534	81.0015	90.9714	97.6778	98.5117	88.9235	97.5702	86.0368	91.8587	94.5414
8156337	25.2682	24.4496	25.3506	25.0512	25.0422	25.9177	26.3518	25.6841	25.4811	25.2886	25.2178	24.9266
8156339	22.6063	22.5933	22.7247	22.8292	22.6959	22.7556	22.8925	22.94	22.7811	23.5638	22.7735	22.6736
8156341	336.1413	311.0493	336.4134	309.2815	318.9631	271.3457	365.3352	318.2933	278.3063	310.7865	321.3256	325.092
8156354	26.3987	27.4459	25.5212	24.3676	25.7796	23.6171	25.6651	24.0751	25.3562	24.6056	23.5356	22.8591
8156356	23.3885	24.4206	23.8715	24.0282	25.0489	24.157	25.2752	24.0366	23.8449	23.9409	23.6032	24.438
8156358	300.3702	356.9429	288.5534	305.8024	238.1963	223.6225	293.1254	284.5417	534.4945	390.2831	300.0734	302.4355
8156360	50.8488	47.1286	52.4534	50.2915	44.4094	50.7746	49.0928	46.9464	45.8731	48.2575	48.8945	49.4814
8156371	87.4902	89.8039	81.2437	86.3513	105.8667	92.7199	89.7908	96.6912	70.4098	104.4131	73.8471	94.2134
8156373	123.2306	142.6491	127.4248	112.6512	134.411	131.9294	145.8416	117.5239	140.8099	127.9647	151.4717	140.5129
8156393	250.6975	253.4955	250.7882	229.9322	279.6028	257.8424	312.62	229.0947	292.7437	276.0247	283.4804	233.339
8156404	934.0399	943.413	1015.7897	1061.5695	1118.139	1127.5643	1092.3011	1077.3553	1183.126	1061.9731	1101.9849	1187.542
8156415	134.467	138.7492	125.999	138.6886	138.613	133.6942	125.9905	135.2536	138.6688	126.484	141.4822	156.0247
8156450	30.8769	31.7786	31.1256	30.994	30.7323	31.363	31.0176	30.8454	28.5487	32.491	31.8288	29.8446
8156452	936.3591	953.0837	819.9218	1007.4439	964.97	957.6153	867.2164	967.6241	1015.1224	938.2075	834.4152	990.0742
8156476	542.0377	532.3246	646.6624	597.9901	607.0175	628.3894	665.959	574.0662	671.4194	613.7741	682.4866	645.1255
8156506	413.3645	371.8015	450.8821	427.4367	370.7039	386.4518	439.7179	444.9691	361.0075	395.1181	475.2008	430.7457
8156519	80.6078	84.5966	74.2759	83.2281	90.3454	86.9963	84.7956	84.5966	80.391	82.4999	90.2994	89.2676
8156521	82.9692	91.2321	70.5995	70.7587	60.3771	69.5017	59.8248	69.8107	53.062	74.2296	59.9245	51.4223
8156523	146.3595	164.4226	130.4251	135.9913	119.7616	126.0793	115.4741	157.4812	146.738	134.7506	115.3162	136.4857
8156525	25.349	24.7996	25.3596	24.9681	25.2532	24.7336	24.7055	28.8894	24.8579	26.6124	24.9358	25.2014
8156529	86.7228	101.4	79.2816	76.6515	89.3581	76.5739	77.408	89.9843	94.7757	90.2493	80.0741	87.3045
8156538	1569.5415	1575.0278	1860.1942	1666.2665	1301.8295	1404.1893	1691.553	1397.7058	1352.3842	1261.4222	1691.2572	1432.8484
8156547	44.2084	44.8814	45.7788	48.6856	45.7219	44.2696	46.596	44.0089	47.9394	47.337	48.2557	41.9291
8156549	202.9445	195.1368	182.9973	237.4806	184.8854	186.8496	176.6418	224.9721	177.0581	185.464	188.3846	215.6379
8156569	318.0393	376.8338	308.3313	353.1287	297.895	291.2553	265.9013	422.6499	264.3379	275.6156	248.4981	312.7022
8156571	132.5914	163.7352	123.2395	208.9773	132.1048	159.8178	120.8546	230.7355	176.7544	168.9841	115.2251	184.7999
8156573	53.7149	57.3481	50.4835	66.0738	52.0142	60.9633	45.7078	72.0932	46.4245	46.1089	43.2284	55.5935
8156575	509.9735	592.635	578.457	599.9369	618.0096	594.7264	480.1361	620.0593	732.2942	679.3378	610.4942	712.0939
8156577	129.6578	124.3148	120.6903	113.2244	114.7099	121.6108	112.5739	125.0411	122.1263	125.9861	119.7128	125.2617
8156579	25.6265	25.5946	25.6114	26.0256	25.6212	25.1575	26.5623	26.2382	26.2084	25.5707	25.8299	26.2286
8156581	598.376	581.7897	429.5982	597.4886	457.9869	540.9525	402.1076	544.4876	429.3457	542.2454	403.2057	503.4529
8156599	177.8552	204.8935	178.9669	172.1917	217.5732	157.2324	231.7937	337.1923	156.7367	172.3841	158.0986	168.7736
8156601	1556.6394	1677.0259	1182.8413	1548.5237	1573.0638	1699.7448	1289.9047	1644.2607	1338.3032	1656.9689	1317.0089	1673.4218
8156604	614.373	609.8729	457.8593	619.7567	630.2621	701.5114	550.0327	630.351	519.1763	609.0482	425.6783	592.9438
8156610	301.0404	285.5123	339.7154	326.2627	312.558	338.1004	386.8223	300.7453	322.6336	346.3622	380.0396	351.5768
8156620	160.1365	164.9649	146.2971	149.264	163.7767	157.6228	159.2564	182.6897	155.6435	153.6631	168.6836	166.8781
8156633	175.4558	184.4923	185.2043	170.4651	161.7142	169.8974	196.0138	187.4474	161.3879	166.5593	194.5058	170.8373
8156688	303.8443	300.0494	290.8982	201.0728	300.6979	285.3007	297.0566	161.3548	329.8864	328.8615	294.1765	186.5434
8156706	117.1897	121.761	127.4298	132.014	138.4469	132.6096	142.1104	150.9921	130.5078	130.9114	127.4293	132.3329
8156718	1385.1289	1393.8131	1418.6881	1331.496	1367.09	1367.8315	1517.0546	1260.2948	1351.1108	1448.4246	1361.3977	1329.7092
8156743	152.4269	133.016	154.2852	151.526	152.1671	151.7007	151.5116	159.1283	168.1493	152.2708	151.9349	160.6701
8156748	65.0857	63.4934	68.1994	63.6752	63.6726	59.788	77.2656	63.1053	58.9349	70.7882	74.6808	62.3897
8156750	1787.4491	1851.2424	1801.6985	1624.5654	1892.5947	1916.6394	2044.3282	1716.1072	2244.8762	2477.366	1988.8452	2155.691
8156759	34.2549	37.2909	36.3227	39.9657	42.7218	32.9079	39.0099	42.9521	35.5965	41.4506	39.2571	36.1002
8156761	697.7249	702.7664	734.5805	635.9351	626.5616	639.455	735.631	640.7314	752.557	841.2488	817.7014	687.7203
8156770	211.6716	180.3886	151.4965	238.4716	202.1706	217.7756	158.2463	199.7929	209.2418	208.1833	182.1003	210.2929
8156783	110.7013	112.4688	122.0528	106.7294	109.248	113.731	117.3518	122.3973	105.5457	105.3723	119.4717	130.6048
8156826	1781.3657	1731.577	645.1085	1466.9392	1536.6685	1782.1384	650.8346	1419.6871	1827.5508	1769.1781	630.4042	1396.7681
8156838	3925.3357	3771.5745	4072.9595	3971.8052	3451.8933	3689.519	4065.088	3738.9617	3613.4844	3284.8452	3857.133	3510.0146
8156844	28.0918	31.4233	29.2819	29.3283	30.4437	29.9961	28.7131	30.9401	28.434	30.4749	31.1479	30.7801
8156846	378.555	412.1707	399.0182	407.2736	435.9843	410.8373	376.394	448.7243	430.7522	396.5354	418.4493	412.7147
